Date,AccountNum,Service,UnblendedCost
2023-04-21,360293670841,AWS Key Management Service,0.0333333336
2023-04-21,360293670841,AWS Lambda,0
2023-04-21,360293670841,Amazon EC2 Container Registry (ECR),0.0136296426
2023-04-21,360293670841,EC2 - Other,0.2222832357
2023-04-21,360293670841,Amazon Elastic Compute Cloud - Compute,4.6932988145
2023-04-21,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-21,360293670841,Amazon Elastic Load Balancing,0.5401390738
2023-04-21,360293670841,Amazon Simple Storage Service,0.1079363323
2023-04-21,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-21,360293670841,AmazonCloudWatch,0
2023-04-22,360293670841,AWS CloudTrail,0
2023-04-22,360293670841,AWS Key Management Service,0.0333333336
2023-04-22,360293670841,AWS Lambda,0
2023-04-22,360293670841,Amazon EC2 Container Registry (ECR),0.0123091176
2023-04-22,360293670841,EC2 - Other,0.106260059
2023-04-22,360293670841,Amazon Elastic Compute Cloud - Compute,0.5340096643
2023-04-22,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-22,360293670841,Amazon Elastic Load Balancing,0.5400034
2023-04-22,360293670841,Amazon Simple Storage Service,0.0993280467
2023-04-22,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-22,360293670841,AmazonCloudWatch,0
2023-04-23,360293670841,AWS CloudTrail,0
2023-04-23,360293670841,AWS Key Management Service,0.0333333336
2023-04-23,360293670841,AWS Lambda,0
2023-04-23,360293670841,Amazon EC2 Container Registry (ECR),0.0103735461
2023-04-23,360293670841,EC2 - Other,0.121653164
2023-04-23,360293670841,Amazon Elastic Compute Cloud - Compute,0.6351830727
2023-04-23,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-23,360293670841,Amazon Elastic Load Balancing,0.5401813111
2023-04-23,360293670841,Amazon Simple Storage Service,0.1041655171
2023-04-23,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-23,360293670841,AmazonCloudWatch,0
2023-04-24,360293670841,AWS CloudTrail,0
2023-04-24,360293670841,AWS Key Management Service,0.0333333336
2023-04-24,360293670841,AWS Lambda,0
2023-04-24,360293670841,Amazon EC2 Container Registry (ECR),0.0054331344
2023-04-24,360293670841,EC2 - Other,0.1849365761
2023-04-24,360293670841,Amazon Elastic Compute Cloud - Compute,3.5354022397
2023-04-24,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-24,360293670841,Amazon Elastic Load Balancing,0.5403708583
2023-04-24,360293670841,Amazon Simple Storage Service,0.1438030683
2023-04-24,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-24,360293670841,AmazonCloudWatch,0
2023-04-25,360293670841,AWS CloudTrail,0
2023-04-25,360293670841,AWS Key Management Service,0.0333333336
2023-04-25,360293670841,AWS Lambda,0
2023-04-25,360293670841,Amazon EC2 Container Registry (ECR),0.0054331344
2023-04-25,360293670841,EC2 - Other,0.2356421538
2023-04-25,360293670841,Amazon Elastic Compute Cloud - Compute,4.2819160761
2023-04-25,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-25,360293670841,Amazon Elastic Load Balancing,0.5404753165
2023-04-25,360293670841,Amazon Simple Storage Service,0.1312463415
2023-04-25,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-25,360293670841,AmazonCloudWatch,0
2023-04-26,360293670841,AWS CloudTrail,0
2023-04-26,360293670841,AWS Glue,0
2023-04-26,360293670841,AWS Key Management Service,0.0333333336
2023-04-26,360293670841,AWS Lambda,0
2023-04-26,360293670841,Amazon Athena,0.00015
2023-04-26,360293670841,Amazon EC2 Container Registry (ECR),0.0054331344
2023-04-26,360293670841,EC2 - Other,0.4878246968
2023-04-26,360293670841,Amazon Elastic Compute Cloud - Compute,3.926261706
2023-04-26,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-26,360293670841,Amazon Elastic Load Balancing,0.5402561329
2023-04-26,360293670841,Amazon Simple Storage Service,0.116155858
2023-04-26,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-26,360293670841,AmazonCloudWatch,0
2023-04-27,360293670841,AWS CloudTrail,0
2023-04-27,360293670841,AWS Glue,0.02921116
2023-04-27,360293670841,AWS Key Management Service,0.0333333336
2023-04-27,360293670841,AWS Lambda,0
2023-04-27,360293670841,Amazon EC2 Container Registry (ECR),0.0060257942
2023-04-27,360293670841,EC2 - Other,0.5744182705
2023-04-27,360293670841,Amazon Elastic Compute Cloud - Compute,7.2604410955
2023-04-27,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-27,360293670841,Amazon Elastic Load Balancing,0.5403302213
2023-04-27,360293670841,Amazon Simple Storage Service,0.140196172
2023-04-27,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-27,360293670841,AmazonCloudWatch,0
2023-04-28,360293670841,AWS CloudTrail,0
2023-04-28,360293670841,AWS Glue,0
2023-04-28,360293670841,AWS Key Management Service,0.0333333336
2023-04-28,360293670841,AWS Lambda,0
2023-04-28,360293670841,Amazon EC2 Container Registry (ECR),0.0077079096
2023-04-28,360293670841,EC2 - Other,0.5680551176
2023-04-28,360293670841,Amazon Elastic Compute Cloud - Compute,5.0273356707
2023-04-28,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-28,360293670841,Amazon Elastic Load Balancing,0.5400363883
2023-04-28,360293670841,Amazon Simple Storage Service,0.1163223644
2023-04-28,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-28,360293670841,AmazonCloudWatch,0
2023-04-29,360293670841,AWS CloudTrail,0
2023-04-29,360293670841,AWS Glue,0
2023-04-29,360293670841,AWS Key Management Service,0.0333333336
2023-04-29,360293670841,AWS Lambda,0
2023-04-29,360293670841,Amazon EC2 Container Registry (ECR),0.0077079096
2023-04-29,360293670841,EC2 - Other,0.1510507669
2023-04-29,360293670841,Amazon Elastic Compute Cloud - Compute,0.5180110533
2023-04-29,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-29,360293670841,Amazon Elastic Load Balancing,0.5400064961
2023-04-29,360293670841,Amazon Simple Storage Service,0.0989684041
2023-04-29,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-29,360293670841,AmazonCloudWatch,0
2023-04-30,360293670841,AWS CloudTrail,0
2023-04-30,360293670841,AWS Glue,0
2023-04-30,360293670841,AWS Key Management Service,0.0333333336
2023-04-30,360293670841,AWS Lambda,0
2023-04-30,360293670841,Amazon EC2 Container Registry (ECR),0.0077079096
2023-04-30,360293670841,EC2 - Other,0.0985332018
2023-04-30,360293670841,Amazon Elastic Container Service for Kubernetes,2.4
2023-04-30,360293670841,Amazon Elastic Load Balancing,0.5400000935
2023-04-30,360293670841,Amazon Simple Storage Service,0.0972031566
2023-04-30,360293670841,Amazon Virtual Private Cloud,0.24
2023-04-30,360293670841,AmazonCloudWatch,0
